Directory:  /datastaging/DV3/sap/out/PDM1517
Name:       RECIPE_Header_9_20181218090634.txt
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Recipe|Description|Change number|Primary Output|Division|Authorization Group|Validity From|Validity To|Created by|Created on|Changed by|Changed on|System Status|User Status|Formula|Flag
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2||000000000000012933|11|ALL|00010101|20080709|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000002314|000000000000001290|11|ALL|20080710|20080806|DBAYDO|20080702|DBAYDO|20080710|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000002429|000000000000001290|11|ALL|20080807|20080929|DBAYDO|20080702|DBAYDO|20080807|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000002671|000000000000001290|11|ALL|20080930|20081222|DBAYDO|20080702|DBAYDO|20081015|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000002990|000000000000001290|11|ALL|20081223|20090104|DBAYDO|20080702|DBAYDO|20081224|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000003017|000000000000001290|11|ALL|20090105|20090326|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000003402|000000000000001290|11|ALL|20090327|20090706|DBAYDO|20080702|DBAYDO|20090401|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000003946|000000000000001290|11|ALL|20090707|20090707|DBAYDO|20080702|CPRESTON|20090707|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000003954|000000000000001290|11|ALL|20090708|20091109|DBAYDO|20080702|JSTRATTO|20090709|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000004490|000000000000001290|11|ALL|20091110|20100331|DBAYDO|20080702|DBAYDO|20091110|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000005253|000000000000001290|11|ALL|20100401|20120221|DBAYDO|20080702|GHAY|20100401|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000005503|000000000000001290|11|ALL|20100401|20120221|DBAYDO|20080702|GHAY|20100401|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000007148|000000000000001290|11|ALL|20100401|20120221|DBAYDO|20080702|GHAY|20100401|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000009146|000000000000001290|11|ALL|20120222|20120919|DBAYDO|20080702|KKLOTTER|20120222|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000010263|000000000000001290|11|ALL|20120920|20121017|DBAYDO|20080702|DBAYDO|20120920|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000010453|000000000000001290|11|ALL|20121018|99991231|DBAYDO|20080702|CPRESTO3|20121019|Released|Released|000000121183|
0000000000000000000000000000000000008103|AltRcp 409 APC Spry Lmn 12/32fo PAK2|000000012373|000000000000001290|11|ALL|20121018|99991231|DBAYDO|20080702|CPRESTO3|20121019|Obsolete|Released Submitted - Obsolete|000000121183|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo||000000000000001290|11|ALL|00010101|20080709|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000002314|000000000000001290|11|ALL|20080710|20080723|DBAYDO|20080702|DBAYDO|20080710|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000002383|000000000000011729|11|ALL|20080724|20080929|DBAYDO|20080702|JSTRATTO|20080728|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000002671|000000000000011729|11|ALL|20080930|20081222|DBAYDO|20080702|DBAYDO|20081003|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000002990|000000000000011729|11|ALL|20081223|20090104|DBAYDO|20080702|DBAYDO|20081224|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000003017|000000000000011729|11|ALL|20090105|20091109|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000004490|000000000000011729|11|ALL|20091110|20100405|DBAYDO|20080702|DBAYDO|20091110|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000005282|000000000000011729|11|ALL|20100406|20100613|DBAYDO|20080702|GHAY|20100406|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000005738|000000000000011729|11|ALL|20100614|20111009|DBAYDO|20080702|GHAY|20100614|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000007286|000000000000011729|11|ALL|20100614|20111009|DBAYDO|20080702|GHAY|20100614|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000008560|000000000000011729|11|ALL|20111010|99991231|DBAYDO|20080702|DBAYDO|20111010|Released|Released|000000121185|
0000000000000000000000000000000000008104|AltRcp ClxClnUp FrsCnt Clnr Spry 12/32fo|000000012570|000000000000011729|11|ALL|20111010|99991231|DBAYDO|20080702|DBAYDO|20111010|Obsolete|Released Submitted - Obsolete|000000121185|
0000000000000000000000000000000000008105|AltRcp ClxDisfSpry RefrshCln 12/946mL CA||000000000000011729|11|ALL|00010101|20080929|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121187|
0000000000000000000000000000000000008105|AltRcp ClxDisfSpry RefrshCln 12/946mL CA|000000002671|000000000000012174|11|ALL|20080930|20081222|DBAYDO|20080702|MILIC|20081028|Released|Released|000000121187|
0000000000000000000000000000000000008105|AltRcp ClxDisfSpry RefrshCln 12/946mL CA|000000002989|000000000000012174|11|ALL|20081223|99991231|DBAYDO|20080702|DBAYDO|20081229|Released|Released|000000121187|
0000000000000000000000000000000000008106|AltRcp ClxDisf CS APC Spry 12/32fo||000000000000012174|11|ALL|00010101|20080709|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121189|
0000000000000000000000000000000000008106|AltRcp ClxDisf CS APC Spry 12/32fo|000000002314|000000000000011734|11|ALL|20080710|20080929|DBAYDO|20080702|DBAYDO|20080710|Released|Released|000000121189|
0000000000000000000000000000000000008106|AltRcp ClxDisf CS APC Spry 12/32fo|000000002671|000000000000011734|11|ALL|20080930|99991231|DBAYDO|20080702|DBAYDO|20081007|Released|Released|000000121189|
0000000000000000000000000000000000008106|AltRcp ClxDisf CS APC Spry 12/32fo|000000002915|000000000000011734|11|ALL|20080930|99991231|DBAYDO|20080702|DBAYDO|20081007|Obsolete|Released Submitted - Obsolete|000000121189|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo||000000000000000517|11|ALL|00010101|20080819|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000002479|000000000000000517|11|ALL|20080820|20080902|LFLORES|20080702|DBAYDO|20080820|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000002542|000000000000000517|11|ALL|20080903|20090513|LFLORES|20080702|CHERRMAN|20080910|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000003683|000000000000000517|11|ALL|20090514|20091021|LFLORES|20080702|SKERN|20090514|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000004394|000000000000000517|11|ALL|20091022|20091110|LFLORES|20080702|DBAYDO|20091022|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000004503|000000000000000517|11|ALL|20091111|20100512|LFLORES|20080702|DBAYDO|20091111|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000005557|000000000000000517|11|ALL|20100513|20100513|LFLORES|20080702|GHAY|20100513|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000005569|000000000000000517|11|ALL|20100514|99991231|LFLORES|20080702|GHAY|20100514|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000007286|000000000000000517|11|ALL|20100514|99991231|LFLORES|20080702|GHAY|20100514|Released|Released|000000121191|
0000000000000000000000000000000000008107|AltRcp Tlx SpScmRem CS Spry 9/32fo|000000012175|000000000000000517|11|ALL|20100514|99991231|LFLORES|20080702|GHAY|20100514|Obsolete|Released Submitted - Obsolete|000000121191|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo||000000000000000517|11|ALL|00010101|20080709|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000002314|000000000000000517|11|ALL|20080710|20080929|LFLORES|20080702|DBAYDO|20080710|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000002671|000000000000000546|11|ALL|20080930|20081222|LFLORES|20080702|DBAYDO|20081007|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000002990|000000000000000546|11|ALL|20081223|20090104|LFLORES|20080702|DBAYDO|20081224|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000003017|000000000000000546|11|ALL|20090105|20091109|LFLORES|20080702|DBAYDO|20090105|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000004490|000000000000000546|11|ALL|20091110|20100511|LFLORES|20080702|DBAYDO|20091110|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000005538|000000000000000546|11|ALL|20100512|20111010|LFLORES|20080702|GHAY|20100512|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000007286|000000000000000546|11|ALL|20100512|20111010|LFLORES|20080702|GHAY|20100512|Released|Released|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000008569|000000000000000546|11|ALL|20111011|99991231|LFLORES|20080702|DBAYDO|20111011|In process|Draft|000000121193|
0000000000000000000000000000000000008108|AltRcp ClxClnUp CS Disfnt Spry 9/32fo|000000012246|000000000000000546|11|ALL|20111011|99991231|LFLORES|20080702|DBAYDO|20111011|Obsolete|Released Submitted - Obsolete|000000121193|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo||000000000000000546|11|ALL|00010101|20080709|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000002314|000000000000012321|11|ALL|20080710|20080723|DBAYDO|20080702|DBAYDO|20080710|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000002383|000000000000012321|11|ALL|20080724|20080929|DBAYDO|20080702|JSTRATTO|20080728|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000002671|000000000000012321|11|ALL|20080930|20081222|DBAYDO|20080702|DBAYDO|20081027|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000002990|000000000000012321|11|ALL|20081223|20090104|DBAYDO|20080702|DBAYDO|20081224|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000003017|000000000000012321|11|ALL|20090105|20090312|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000003175|000000000000012321|11|ALL|20090105|20090312|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000003334|000000000000012321|11|ALL|20090313|20091110|DBAYDO|20080702|LFLORES|20090313|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000004502|000000000000012321|11|ALL|20091111|20100818|DBAYDO|20080702|DBAYDO|20091111|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000006142|000000000000012321|11|ALL|20091111|20100818|DBAYDO|20080702|DBAYDO|20091111|Released|Submitted - Final Approval|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000006143|000000000000012321|11|ALL|20100819|99991231|DBAYDO|20080702|GHAY|20100818|Released|Released|000000121195|
0000000000000000000000000000000000008109|AltRcp ClxClnUp FrsCnt Clnr 9/32fo|000000007286|000000000000012321|11|ALL|20100819|99991231|DBAYDO|20080702|GHAY|20100818|Released|Released|000000121195|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo||000000000000012321|11|ALL|00010101|20080709|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000002314|000000000000012321|11|ALL|20080710|20080929|LFLORES|20080702|DBAYDO|20080807|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000002671|000000000000000834|11|ALL|20080930|20081222|LFLORES|20080702|DBAYDO|20081007|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000002990|000000000000000834|11|ALL|20081223|20090326|LFLORES|20080702|DBAYDO|20081224|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000003402|000000000000000834|11|ALL|20090327|20090707|LFLORES|20080702|DBAYDO|20090401|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000003954|000000000000000834|11|ALL|20090708|20100512|LFLORES|20080702|JSTRATTO|20090709|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000005561|000000000000000834|11|ALL|20100513|20120503|LFLORES|20080702|GHAY|20100513|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000007148|000000000000000834|11|ALL|20100513|20120503|LFLORES|20080702|GHAY|20100513|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000009537|000000000000000834|11|ALL|20120504|99991231|LFLORES|20080702|TWARREN|20120504|Released|Released|000000121197|
0000000000000000000000000000000000008110|AltRcp 409 HvyDtyDeg CS Spry 32fo|000000013552|000000000000000834|11|ALL|20120504|99991231|LFLORES|20080702|TWARREN|20120504|Obsolete|Released Submitted - Obsolete|000000121197|
0000000000000000000000000000000000008111|AltRcp ClxDisfBthmClnr Spry 9/887mL CA||000000000000011590|11|ALL|00010101|20080819|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121199|
0000000000000000000000000000000000008111|AltRcp ClxDisfBthmClnr Spry 9/887mL CA|000000002479|000000000000011590|11|ALL|20080820|20080902|DBAYDO|20080702|DBAYDO|20080820|Released|Released|000000121199|
0000000000000000000000000000000000008111|AltRcp ClxDisfBthmClnr Spry 9/887mL CA|000000002542|000000000000011590|11|ALL|20080903|99991231|DBAYDO|20080702|CHERRMAN|20080909|Released|Released|000000121199|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo||000000000000011590|11|ALL|00010101|20080819|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000002479|000000000000011590|11|ALL|20080820|20081222|DBAYDO|20080702|DBAYDO|20080820|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000002991|000000000000011117|11|ALL|20081223|20090104|DBAYDO|20080702|DBAYDO|20081224|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000003017|000000000000011117|11|ALL|20090105|20090825|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000004165|000000000000011117|11|ALL|20090826|20091109|DBAYDO|20080702|CPRESTON|20090826|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000004490|000000000000011117|11|ALL|20091110|20100510|DBAYDO|20080702|DBAYDO|20091110|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000005523|000000000000011117|11|ALL|20100511|20111010|DBAYDO|20080702|GHAY|20100511|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000007286|000000000000011117|11|ALL|20100511|20111010|DBAYDO|20080702|GHAY|20100511|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000007584|000000000000011117|11|ALL|20100511|20111010|DBAYDO|20080702|GHAY|20100511|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000008565|000000000000011117|11|ALL|20111011|20120221|DBAYDO|20080702|DBAYDO|20111011|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000009146|000000000000011117|11|ALL|20120222|99991231|DBAYDO|20080702|KKLOTTER|20120222|Released|Released|000000121201|
0000000000000000000000000000000000008112|AltRcp Tlx MildRtPenRem Spry 9/32fo|000000011076|000000000000011117|11|ALL|20120222|99991231|DBAYDO|20080702|KKLOTTER|20120222|Obsolete|Released Submitted - Obsolete|000000121201|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo||000000000000011117|11|ALL|00010101|20080709|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000002314|000000000000011117|11|ALL|20080710|20080929|LFLORES|20080702|DBAYDO|20080710|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000002671|000000000000007838|11|ALL|20080930|20081222|LFLORES|20080702|DBAYDO|20081007|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000002990|000000000000007838|11|ALL|20081223|20090104|LFLORES|20080702|DBAYDO|20081224|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000003017|000000000000007838|11|ALL|20090105|20091109|LFLORES|20080702|DBAYDO|20090105|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000004490|000000000000007838|11|ALL|20091110|20100509|LFLORES|20080702|DBAYDO|20091110|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000005514|000000000000007838|11|ALL|20100510|20111010|LFLORES|20080702|GHAY|20100510|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000007286|000000000000007838|11|ALL|20100510|20111010|LFLORES|20080702|GHAY|20100510|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000008561|000000000000007838|11|ALL|20111011|99991231|LFLORES|20080702|DBAYDO|20111011|Released|Released|000000121203|
0000000000000000000000000000000000008113|AltRcp Tlx MoldMildRem Spry 9/32fo|000000011903|000000000000007838|11|ALL|20111011|99991231|LFLORES|20080702|DBAYDO|20111011|Obsolete|Released Submitted - Obsolete|000000121203|
0000000000000000000000000000000000008114|AltRcp Tlx SpScmRem 9/946ml CA||000000000000009332|11|ALL|00010101|20080819|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121205|
0000000000000000000000000000000000008114|AltRcp Tlx SpScmRem 9/946ml CA|000000002479|000000000000009332|11|ALL|20080820|20080902|DBAYDO|20080702|DBAYDO|20080820|Released|Released|000000121205|
0000000000000000000000000000000000008114|AltRcp Tlx SpScmRem 9/946ml CA|000000002542|000000000000009332|11|ALL|20080903|99991231|DBAYDO|20080702|CHERRMAN|20080909|Released|Released|000000121205|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA||000000000000009332|11|ALL|00010101|20080709|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000002314|000000000000009311|11|ALL|20080710|20080929|DBAYDO|20080702|DBAYDO|20080710|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000002671|000000000000009311|11|ALL|20080930|20081222|DBAYDO|20080702|DBAYDO|20081007|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000002990|000000000000009311|11|ALL|20081223|20090104|DBAYDO|20080702|DBAYDO|20081224|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000003017|000000000000009311|11|ALL|20090105|20090111|DBAYDO|20080702|DBAYDO|20090105|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000003048|000000000000009311|11|ALL|20090112|20090205|DBAYDO|20080702|DBAYDO|20090112|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000003178|000000000000009311|11|ALL|20090206|20091123|DBAYDO|20080702|DBAYDO|20090206|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000004551|000000000000009311|11|ALL|20091124|20111010|DBAYDO|20080702|DBAYDO|20091124|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000007286|000000000000009311|11|ALL|20091124|20111010|DBAYDO|20080702|DBAYDO|20091124|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000008561|000000000000009311|11|ALL|20111011|99991231|DBAYDO|20080702|DBAYDO|20111011|Released|Released|000000121207|
0000000000000000000000000000000000008115|AltRcp Tlx MoldMildRem Spry 9/946ml CA|000000013116|000000000000009311|11|ALL|20111011|99991231|DBAYDO|20080702|DBAYDO|20111011|Obsolete|Released Submitted - Obsolete|000000121207|
0000000000000000000000000000000000008116|AltRcp Tlx SpScmRem Spry 9/32fo||000000000000009311|11|ALL|00010101|20080819|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121209|
0000000000000000000000000000000000008116|AltRcp Tlx SpScmRem Spry 9/32fo|000000002479|000000000000007879|11|ALL|20080820|20081222|LFLORES|20080702|DBAYDO|20080820|Released|Released|000000121209|
0000000000000000000000000000000000008116|AltRcp Tlx SpScmRem Spry 9/32fo|000000002991|000000000000007879|11|ALL|20081223|99991231|LFLORES|20080702|DBAYDO|20081224|Released|Released|000000121209|
0000000000000000000000000000000000008116|AltRcp Tlx SpScmRem Spry 9/32fo|000000003348|000000000000007879|11|ALL|20081223|99991231|LFLORES|20080702|DBAYDO|20081224|Released|Released|000000121209|
0000000000000000000000000000000000008116|AltRcp Tlx SpScmRem Spry 9/32fo|000000003550|000000000000007879|11|ALL|20081223|99991231|LFLORES|20080702|DBAYDO|20081224|Obsolete|Released Submitted - Obsolete|000000121209|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo||000000000000009281|11|ALL|00010101|20080819|DBAYDO|20080702|DBAYDO|20080702|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000002479|000000000000009281|11|ALL|20080820|20080902|DBAYDO|20080702|DBAYDO|20080820|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000002542|000000000000009281|11|ALL|20080903|20100511|DBAYDO|20080702|CHERRMAN|20080909|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000005539|000000000000009281|11|ALL|20100512|20100512|DBAYDO|20080702|GHAY|20100512|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000005560|000000000000009281|11|ALL|20100513|99991231|DBAYDO|20080702|GHAY|20100513|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000007376|000000000000009281|11|ALL|20100513|99991231|DBAYDO|20080702|GHAY|20100513|Released|Released|000000121212|
0000000000000000000000000000000000008117|AltRcp ClxDisfBthmClnr CS Spry 9/30fo|000000011693|000000000000009281|11|ALL|20100513|99991231|DBAYDO|20080702|GHAY|20100513|Obsolete|Released Submitted - Obsolete|000000121212|
0000000000000000000000000000000000008118|AltRcp ClxDisfBthmClnr Spry 9/30fo KF||000000000000009281|11|ALL|00010101|20080819|LFLORES|20080702|LFLORES|20080702|Released|Released|000000121215|
0000000000000000000000000000000000008118|AltRcp ClxDisfBthmClnr Spry 9/30fo KF|000000002479|000000000000008832|11|ALL|20080820|20080902|LFLORES|20080702|DBAYDO|20080820|Released|Released|000000121215|
0000000000000000000000000000000000008118|AltRcp ClxDisfBthmClnr Spry 9/30fo KF|000000002542|000000000000008832|11|ALL|20080903|20091123|LFLORES|20080702|CHERRMAN|20080909|Released|Released|000000121215|
0000000000000000000000000000000000008118|AltRcp ClxDisfBthmClnr Spry 9/30fo KF|000000004488|000000000000008832|11|ALL|20080903|20091123|LFLORES|20080702|CHERRMAN|20080909|Released|Released|000000121215|
0000000000000000000000000000000000008118|AltRcp ClxDisfBthmClnr Spry 9/30fo KF|000000004551|000000000000008832|11|ALL|20091124|20100502|LFLORES|20080702|DBAYDO|20091124|Released|Released|000000121215|
